,center_name,total_candidates,high_scorers,state_y,city_y,high_scorers_500,high_scorers_700,Success rate
347,ARMY PUBLIC SCHOOL,7885,337,KARNATAKA,BENGALURU- URBAN,93,1,4.273937856689917
348,ARMY PUBLIC SCHOOL,7885,337,PUNJAB,JALANDHAR,72,2,4.273937856689917
349,ARMY PUBLIC SCHOOL,7885,337,PUNJAB,JALANDHAR,72,1,4.273937856689917
350,ARMY PUBLIC SCHOOL,7885,337,PUNJAB,JALANDHAR,72,2,4.273937856689917
351,ARMY PUBLIC SCHOOL,7885,337,PUNJAB,JALANDHAR,72,4,4.273937856689917
352,ARMY PUBLIC SCHOOL,7885,337,PUNJAB,JALANDHAR,72,1,4.273937856689917
353,ARMY PUBLIC SCHOOL,7885,337,PUNJAB,JALANDHAR,72,2,4.273937856689917
354,ARMY PUBLIC SCHOOL,7885,337,PUNJAB,JALANDHAR,72,1,4.273937856689917
355,ARMY PUBLIC SCHOOL,7885,337,RAJASTHAN,JODHPUR,59,2,4.273937856689917
356,ARMY PUBLIC SCHOOL,7885,337,RAJASTHAN,JODHPUR,59,1,4.273937856689917
357,ARMY PUBLIC SCHOOL,7885,337,RAJASTHAN,JODHPUR,59,2,4.273937856689917
358,ARMY PUBLIC SCHOOL,7885,337,RAJASTHAN,JODHPUR,59,4,4.273937856689917
359,ARMY PUBLIC SCHOOL,7885,337,RAJASTHAN,JODHPUR,59,1,4.273937856689917
360,ARMY PUBLIC SCHOOL,7885,337,RAJASTHAN,JODHPUR,59,2,4.273937856689917
361,ARMY PUBLIC SCHOOL,7885,337,RAJASTHAN,JODHPUR,59,1,4.273937856689917
362,ARMY PUBLIC SCHOOL,7885,337,RAJASTHAN,KOTA,117,2,4.273937856689917
363,ARMY PUBLIC SCHOOL,7885,337,RAJASTHAN,KOTA,117,1,4.273937856689917
364,ARMY PUBLIC SCHOOL,7885,337,RAJASTHAN,KOTA,117,2,4.273937856689917
365,ARMY PUBLIC SCHOOL,7885,337,RAJASTHAN,KOTA,117,4,4.273937856689917
366,ARMY PUBLIC SCHOOL,7885,337,RAJASTHAN,KOTA,117,1,4.273937856689917
367,ARMY PUBLIC SCHOOL,7885,337,RAJASTHAN,KOTA,117,2,4.273937856689917
368,ARMY PUBLIC SCHOOL,7885,337,RAJASTHAN,KOTA,117,1,4.273937856689917
369,ARMY PUBLIC SCHOOL,7885,337,UTTAR PRADESH,BAREILLY,73,2,4.273937856689917
370,ARMY PUBLIC SCHOOL,7885,337,UTTAR PRADESH,BAREILLY,73,1,4.273937856689917
371,ARMY PUBLIC SCHOOL,7885,337,UTTAR PRADESH,BAREILLY,73,2,4.273937856689917
372,ARMY PUBLIC SCHOOL,7885,337,UTTAR PRADESH,BAREILLY,73,4,4.273937856689917
373,ARMY PUBLIC SCHOOL,7885,337,UTTAR PRADESH,BAREILLY,73,1,4.273937856689917
374,ARMY PUBLIC SCHOOL,7885,337,UTTAR PRADESH,BAREILLY,73,2,4.273937856689917
375,ARMY PUBLIC SCHOOL,7885,337,UTTAR PRADESH,BAREILLY,73,1,4.273937856689917
376,ARMY PUBLIC SCHOOL,7885,337,UTTAR PRADESH,GORAKHPUR,41,2,4.273937856689917
377,ARMY PUBLIC SCHOOL,7885,337,UTTAR PRADESH,GORAKHPUR,41,1,4.273937856689917
378,ARMY PUBLIC SCHOOL,7885,337,UTTAR PRADESH,GORAKHPUR,41,2,4.273937856689917
379,ARMY PUBLIC SCHOOL,7885,337,UTTAR PRADESH,GORAKHPUR,41,4,4.273937856689917
380,ARMY PUBLIC SCHOOL,7885,337,UTTAR PRADESH,GORAKHPUR,41,1,4.273937856689917
381,ARMY PUBLIC SCHOOL,7885,337,UTTAR PRADESH,GORAKHPUR,41,2,4.273937856689917
382,ARMY PUBLIC SCHOOL,7885,337,UTTAR PRADESH,GORAKHPUR,41,1,4.273937856689917
383,ARMY PUBLIC SCHOOL,7885,337,UTTAR PRADESH,KANPUR,91,2,4.273937856689917
384,ARMY PUBLIC SCHOOL,7885,337,UTTAR PRADESH,KANPUR,91,1,4.273937856689917
385,ARMY PUBLIC SCHOOL,7885,337,UTTAR PRADESH,KANPUR,91,2,4.273937856689917
386,ARMY PUBLIC SCHOOL,7885,337,UTTAR PRADESH,KANPUR,91,4,4.273937856689917
387,ARMY PUBLIC SCHOOL,7885,337,UTTAR PRADESH,KANPUR,91,1,4.273937856689917
388,ARMY PUBLIC SCHOOL,7885,337,UTTAR PRADESH,KANPUR,91,2,4.273937856689917
389,ARMY PUBLIC SCHOOL,7885,337,UTTAR PRADESH,KANPUR,91,1,4.273937856689917
390,ARMY PUBLIC SCHOOL,7885,337,UTTAR PRADESH,MEERUT,55,2,4.273937856689917
391,ARMY PUBLIC SCHOOL,7885,337,UTTAR PRADESH,MEERUT,55,1,4.273937856689917
392,ARMY PUBLIC SCHOOL,7885,337,UTTAR PRADESH,MEERUT,55,2,4.273937856689917
393,ARMY PUBLIC SCHOOL,7885,337,UTTAR PRADESH,MEERUT,55,4,4.273937856689917
394,ARMY PUBLIC SCHOOL,7885,337,UTTAR PRADESH,MEERUT,55,1,4.273937856689917
395,ARMY PUBLIC SCHOOL,7885,337,UTTAR PRADESH,MEERUT,55,2,4.273937856689917
396,ARMY PUBLIC SCHOOL,7885,337,UTTAR PRADESH,MEERUT,55,1,4.273937856689917
397,ARMY PUBLIC SCHOOL,7885,472,ASSAM,TEZPUR,22,2,5.986049461001902
398,ARMY PUBLIC SCHOOL,7885,472,ASSAM,TEZPUR,22,1,5.986049461001902
399,ARMY PUBLIC SCHOOL,7885,472,ASSAM,TEZPUR,22,2,5.986049461001902
400,ARMY PUBLIC SCHOOL,7885,472,ASSAM,TEZPUR,22,4,5.986049461001902
401,ARMY PUBLIC SCHOOL,7885,472,ASSAM,TEZPUR,22,1,5.986049461001902
402,ARMY PUBLIC SCHOOL,7885,472,ASSAM,TEZPUR,22,2,5.986049461001902
403,ARMY PUBLIC SCHOOL,7885,472,ASSAM,TEZPUR,22,1,5.986049461001902
404,ARMY PUBLIC SCHOOL,7885,472,BIHAR,PATNA,52,2,5.986049461001902
405,ARMY PUBLIC SCHOOL,7885,472,BIHAR,PATNA,52,1,5.986049461001902
406,ARMY PUBLIC SCHOOL,7885,472,BIHAR,PATNA,52,2,5.986049461001902
407,ARMY PUBLIC SCHOOL,7885,472,BIHAR,PATNA,52,4,5.986049461001902
408,ARMY PUBLIC SCHOOL,7885,472,BIHAR,PATNA,52,1,5.986049461001902
409,ARMY PUBLIC SCHOOL,7885,472,BIHAR,PATNA,52,2,5.986049461001902
410,ARMY PUBLIC SCHOOL,7885,472,BIHAR,PATNA,52,1,5.986049461001902
411,ARMY PUBLIC SCHOOL,7885,472,HARYANA,AMBALA,76,2,5.986049461001902
412,ARMY PUBLIC SCHOOL,7885,472,HARYANA,AMBALA,76,1,5.986049461001902
413,ARMY PUBLIC SCHOOL,7885,472,HARYANA,AMBALA,76,2,5.986049461001902
414,ARMY PUBLIC SCHOOL,7885,472,HARYANA,AMBALA,76,4,5.986049461001902
415,ARMY PUBLIC SCHOOL,7885,472,HARYANA,AMBALA,76,1,5.986049461001902
416,ARMY PUBLIC SCHOOL,7885,472,HARYANA,AMBALA,76,2,5.986049461001902
417,ARMY PUBLIC SCHOOL,7885,472,HARYANA,AMBALA,76,1,5.986049461001902
418,ARMY PUBLIC SCHOOL,7885,472,JHARKHAND,RANCHI,34,2,5.986049461001902
419,ARMY PUBLIC SCHOOL,7885,472,JHARKHAND,RANCHI,34,1,5.986049461001902
420,ARMY PUBLIC SCHOOL,7885,472,JHARKHAND,RANCHI,34,2,5.986049461001902
421,ARMY PUBLIC SCHOOL,7885,472,JHARKHAND,RANCHI,34,4,5.986049461001902
422,ARMY PUBLIC SCHOOL,7885,472,JHARKHAND,RANCHI,34,1,5.986049461001902
423,ARMY PUBLIC SCHOOL,7885,472,JHARKHAND,RANCHI,34,2,5.986049461001902
424,ARMY PUBLIC SCHOOL,7885,472,JHARKHAND,RANCHI,34,1,5.986049461001902
425,ARMY PUBLIC SCHOOL,7885,472,KARNATAKA,BENGALURU- URBAN,93,2,5.986049461001902
426,ARMY PUBLIC SCHOOL,7885,472,KARNATAKA,BENGALURU- URBAN,93,1,5.986049461001902
427,ARMY PUBLIC SCHOOL,7885,472,KARNATAKA,BENGALURU- URBAN,93,2,5.986049461001902
428,ARMY PUBLIC SCHOOL,7885,472,KARNATAKA,BENGALURU- URBAN,93,4,5.986049461001902
429,ARMY PUBLIC SCHOOL,7885,472,KARNATAKA,BENGALURU- URBAN,93,1,5.986049461001902
430,ARMY PUBLIC SCHOOL,7885,472,KARNATAKA,BENGALURU- URBAN,93,2,5.986049461001902
431,ARMY PUBLIC SCHOOL,7885,472,KARNATAKA,BENGALURU- URBAN,93,1,5.986049461001902
432,ARMY PUBLIC SCHOOL,7885,472,PUNJAB,JALANDHAR,72,2,5.986049461001902
433,ARMY PUBLIC SCHOOL,7885,472,PUNJAB,JALANDHAR,72,1,5.986049461001902
434,ARMY PUBLIC SCHOOL,7885,472,PUNJAB,JALANDHAR,72,2,5.986049461001902
435,ARMY PUBLIC SCHOOL,7885,472,PUNJAB,JALANDHAR,72,4,5.986049461001902
436,ARMY PUBLIC SCHOOL,7885,472,PUNJAB,JALANDHAR,72,1,5.986049461001902
437,ARMY PUBLIC SCHOOL,7885,472,PUNJAB,JALANDHAR,72,2,5.986049461001902
438,ARMY PUBLIC SCHOOL,7885,472,PUNJAB,JALANDHAR,72,1,5.986049461001902
439,ARMY PUBLIC SCHOOL,7885,472,RAJASTHAN,JODHPUR,59,2,5.986049461001902
440,ARMY PUBLIC SCHOOL,7885,472,RAJASTHAN,JODHPUR,59,1,5.986049461001902
441,ARMY PUBLIC SCHOOL,7885,472,RAJASTHAN,JODHPUR,59,2,5.986049461001902
442,ARMY PUBLIC SCHOOL,7885,472,RAJASTHAN,JODHPUR,59,4,5.986049461001902
443,ARMY PUBLIC SCHOOL,7885,472,RAJASTHAN,JODHPUR,59,1,5.986049461001902
444,ARMY PUBLIC SCHOOL,7885,472,RAJASTHAN,JODHPUR,59,2,5.986049461001902
445,ARMY PUBLIC SCHOOL,7885,472,RAJASTHAN,JODHPUR,59,1,5.986049461001902
446,ARMY PUBLIC SCHOOL,7885,472,RAJASTHAN,KOTA,117,2,5.986049461001902
447,ARMY PUBLIC SCHOOL,7885,472,RAJASTHAN,KOTA,117,1,5.986049461001902
448,ARMY PUBLIC SCHOOL,7885,472,RAJASTHAN,KOTA,117,2,5.986049461001902
449,ARMY PUBLIC SCHOOL,7885,472,RAJASTHAN,KOTA,117,4,5.986049461001902
450,ARMY PUBLIC SCHOOL,7885,472,RAJASTHAN,KOTA,117,1,5.986049461001902
451,ARMY PUBLIC SCHOOL,7885,472,RAJASTHAN,KOTA,117,2,5.986049461001902
452,ARMY PUBLIC SCHOOL,7885,472,RAJASTHAN,KOTA,117,1,5.986049461001902
453,ARMY PUBLIC SCHOOL,7885,472,UTTAR PRADESH,BAREILLY,73,2,5.986049461001902
454,ARMY PUBLIC SCHOOL,7885,472,UTTAR PRADESH,BAREILLY,73,1,5.986049461001902
455,ARMY PUBLIC SCHOOL,7885,472,UTTAR PRADESH,BAREILLY,73,2,5.986049461001902
456,ARMY PUBLIC SCHOOL,7885,472,UTTAR PRADESH,BAREILLY,73,4,5.986049461001902
457,ARMY PUBLIC SCHOOL,7885,472,UTTAR PRADESH,BAREILLY,73,1,5.986049461001902
458,ARMY PUBLIC SCHOOL,7885,472,UTTAR PRADESH,BAREILLY,73,2,5.986049461001902
459,ARMY PUBLIC SCHOOL,7885,472,UTTAR PRADESH,BAREILLY,73,1,5.986049461001902
460,ARMY PUBLIC SCHOOL,7885,472,UTTAR PRADESH,GORAKHPUR,41,2,5.986049461001902
461,ARMY PUBLIC SCHOOL,7885,472,UTTAR PRADESH,GORAKHPUR,41,1,5.986049461001902
462,ARMY PUBLIC SCHOOL,7885,472,UTTAR PRADESH,GORAKHPUR,41,2,5.986049461001902
463,ARMY PUBLIC SCHOOL,7885,472,UTTAR PRADESH,GORAKHPUR,41,4,5.986049461001902
464,ARMY PUBLIC SCHOOL,7885,472,UTTAR PRADESH,GORAKHPUR,41,1,5.986049461001902
465,ARMY PUBLIC SCHOOL,7885,472,UTTAR PRADESH,GORAKHPUR,41,2,5.986049461001902
466,ARMY PUBLIC SCHOOL,7885,472,UTTAR PRADESH,GORAKHPUR,41,1,5.986049461001902
467,ARMY PUBLIC SCHOOL,7885,472,UTTAR PRADESH,KANPUR,91,2,5.986049461001902
468,ARMY PUBLIC SCHOOL,7885,472,UTTAR PRADESH,KANPUR,91,1,5.986049461001902
469,ARMY PUBLIC SCHOOL,7885,472,UTTAR PRADESH,KANPUR,91,2,5.986049461001902
470,ARMY PUBLIC SCHOOL,7885,472,UTTAR PRADESH,KANPUR,91,4,5.986049461001902
471,ARMY PUBLIC SCHOOL,7885,472,UTTAR PRADESH,KANPUR,91,1,5.986049461001902
472,ARMY PUBLIC SCHOOL,7885,472,UTTAR PRADESH,KANPUR,91,2,5.986049461001902
473,ARMY PUBLIC SCHOOL,7885,472,UTTAR PRADESH,KANPUR,91,1,5.986049461001902
474,ARMY PUBLIC SCHOOL,7885,472,UTTAR PRADESH,MEERUT,55,2,5.986049461001902
475,ARMY PUBLIC SCHOOL,7885,472,UTTAR PRADESH,MEERUT,55,1,5.986049461001902
476,ARMY PUBLIC SCHOOL,7885,472,UTTAR PRADESH,MEERUT,55,2,5.986049461001902
477,ARMY PUBLIC SCHOOL,7885,472,UTTAR PRADESH,MEERUT,55,4,5.986049461001902
478,ARMY PUBLIC SCHOOL,7885,472,UTTAR PRADESH,MEERUT,55,1,5.986049461001902
479,ARMY PUBLIC SCHOOL,7885,472,UTTAR PRADESH,MEERUT,55,2,5.986049461001902
480,ARMY PUBLIC SCHOOL,7885,472,UTTAR PRADESH,MEERUT,55,1,5.986049461001902
481,ARMY PUBLIC SCHOOL,7885,278,ASSAM,TEZPUR,22,2,3.5256816740646797
482,ARMY PUBLIC SCHOOL,7885,278,ASSAM,TEZPUR,22,1,3.5256816740646797
483,ARMY PUBLIC SCHOOL,7885,278,ASSAM,TEZPUR,22,2,3.5256816740646797
484,ARMY PUBLIC SCHOOL,7885,278,ASSAM,TEZPUR,22,4,3.5256816740646797
485,ARMY PUBLIC SCHOOL,7885,278,ASSAM,TEZPUR,22,1,3.5256816740646797
486,ARMY PUBLIC SCHOOL,7885,278,ASSAM,TEZPUR,22,2,3.5256816740646797
487,ARMY PUBLIC SCHOOL,7885,278,ASSAM,TEZPUR,22,1,3.5256816740646797
488,ARMY PUBLIC SCHOOL,7885,278,BIHAR,PATNA,52,2,3.5256816740646797
489,ARMY PUBLIC SCHOOL,7885,278,BIHAR,PATNA,52,1,3.5256816740646797
490,ARMY PUBLIC SCHOOL,7885,278,BIHAR,PATNA,52,2,3.5256816740646797
491,ARMY PUBLIC SCHOOL,7885,278,BIHAR,PATNA,52,4,3.5256816740646797
492,ARMY PUBLIC SCHOOL,7885,278,BIHAR,PATNA,52,1,3.5256816740646797
493,ARMY PUBLIC SCHOOL,7885,278,BIHAR,PATNA,52,2,3.5256816740646797
494,ARMY PUBLIC SCHOOL,7885,278,BIHAR,PATNA,52,1,3.5256816740646797
495,ARMY PUBLIC SCHOOL,7885,278,HARYANA,AMBALA,76,2,3.5256816740646797
496,ARMY PUBLIC SCHOOL,7885,278,HARYANA,AMBALA,76,1,3.5256816740646797
497,ARMY PUBLIC SCHOOL,7885,278,HARYANA,AMBALA,76,2,3.5256816740646797
498,ARMY PUBLIC SCHOOL,7885,278,HARYANA,AMBALA,76,4,3.5256816740646797
499,ARMY PUBLIC SCHOOL,7885,278,HARYANA,AMBALA,76,1,3.5256816740646797
500,ARMY PUBLIC SCHOOL,7885,278,HARYANA,AMBALA,76,2,3.5256816740646797
501,ARMY PUBLIC SCHOOL,7885,278,HARYANA,AMBALA,76,1,3.5256816740646797
502,ARMY PUBLIC SCHOOL,7885,278,JHARKHAND,RANCHI,34,2,3.5256816740646797
503,ARMY PUBLIC SCHOOL,7885,278,JHARKHAND,RANCHI,34,1,3.5256816740646797
504,ARMY PUBLIC SCHOOL,7885,278,JHARKHAND,RANCHI,34,2,3.5256816740646797
505,ARMY PUBLIC SCHOOL,7885,278,JHARKHAND,RANCHI,34,4,3.5256816740646797
506,ARMY PUBLIC SCHOOL,7885,278,JHARKHAND,RANCHI,34,1,3.5256816740646797
507,ARMY PUBLIC SCHOOL,7885,278,JHARKHAND,RANCHI,34,2,3.5256816740646797
508,ARMY PUBLIC SCHOOL,7885,278,JHARKHAND,RANCHI,34,1,3.5256816740646797
509,ARMY PUBLIC SCHOOL,7885,278,KARNATAKA,BENGALURU- URBAN,93,2,3.5256816740646797
510,ARMY PUBLIC SCHOOL,7885,278,KARNATAKA,BENGALURU- URBAN,93,1,3.5256816740646797
511,ARMY PUBLIC SCHOOL,7885,278,KARNATAKA,BENGALURU- URBAN,93,2,3.5256816740646797
512,ARMY PUBLIC SCHOOL,7885,278,KARNATAKA,BENGALURU- URBAN,93,4,3.5256816740646797
513,ARMY PUBLIC SCHOOL,7885,278,KARNATAKA,BENGALURU- URBAN,93,1,3.5256816740646797
514,ARMY PUBLIC SCHOOL,7885,278,KARNATAKA,BENGALURU- URBAN,93,2,3.5256816740646797
515,ARMY PUBLIC SCHOOL,7885,278,KARNATAKA,BENGALURU- URBAN,93,1,3.5256816740646797
516,ARMY PUBLIC SCHOOL,7885,278,PUNJAB,JALANDHAR,72,2,3.5256816740646797
517,ARMY PUBLIC SCHOOL,7885,278,PUNJAB,JALANDHAR,72,1,3.5256816740646797
518,ARMY PUBLIC SCHOOL,7885,278,PUNJAB,JALANDHAR,72,2,3.5256816740646797
519,ARMY PUBLIC SCHOOL,7885,278,PUNJAB,JALANDHAR,72,4,3.5256816740646797
520,ARMY PUBLIC SCHOOL,7885,278,PUNJAB,JALANDHAR,72,1,3.5256816740646797
521,ARMY PUBLIC SCHOOL,7885,278,PUNJAB,JALANDHAR,72,2,3.5256816740646797
522,ARMY PUBLIC SCHOOL,7885,278,PUNJAB,JALANDHAR,72,1,3.5256816740646797
523,ARMY PUBLIC SCHOOL,7885,278,RAJASTHAN,JODHPUR,59,2,3.5256816740646797
524,ARMY PUBLIC SCHOOL,7885,278,RAJASTHAN,JODHPUR,59,1,3.5256816740646797
525,ARMY PUBLIC SCHOOL,7885,278,RAJASTHAN,JODHPUR,59,2,3.5256816740646797
526,ARMY PUBLIC SCHOOL,7885,278,RAJASTHAN,JODHPUR,59,4,3.5256816740646797
527,ARMY PUBLIC SCHOOL,7885,278,RAJASTHAN,JODHPUR,59,1,3.5256816740646797
528,ARMY PUBLIC SCHOOL,7885,278,RAJASTHAN,JODHPUR,59,2,3.5256816740646797
529,ARMY PUBLIC SCHOOL,7885,278,RAJASTHAN,JODHPUR,59,1,3.5256816740646797
530,ARMY PUBLIC SCHOOL,7885,278,RAJASTHAN,KOTA,117,2,3.5256816740646797
531,ARMY PUBLIC SCHOOL,7885,278,RAJASTHAN,KOTA,117,1,3.5256816740646797
532,ARMY PUBLIC SCHOOL,7885,278,RAJASTHAN,KOTA,117,2,3.5256816740646797
533,ARMY PUBLIC SCHOOL,7885,278,RAJASTHAN,KOTA,117,4,3.5256816740646797
534,ARMY PUBLIC SCHOOL,7885,278,RAJASTHAN,KOTA,117,1,3.5256816740646797
535,ARMY PUBLIC SCHOOL,7885,278,RAJASTHAN,KOTA,117,2,3.5256816740646797
536,ARMY PUBLIC SCHOOL,7885,278,RAJASTHAN,KOTA,117,1,3.5256816740646797
537,ARMY PUBLIC SCHOOL,7885,278,UTTAR PRADESH,BAREILLY,73,2,3.5256816740646797
538,ARMY PUBLIC SCHOOL,7885,278,UTTAR PRADESH,BAREILLY,73,1,3.5256816740646797
539,ARMY PUBLIC SCHOOL,7885,278,UTTAR PRADESH,BAREILLY,73,2,3.5256816740646797
540,ARMY PUBLIC SCHOOL,7885,278,UTTAR PRADESH,BAREILLY,73,4,3.5256816740646797
541,ARMY PUBLIC SCHOOL,7885,278,UTTAR PRADESH,BAREILLY,73,1,3.5256816740646797
542,ARMY PUBLIC SCHOOL,7885,278,UTTAR PRADESH,BAREILLY,73,2,3.5256816740646797
543,ARMY PUBLIC SCHOOL,7885,278,UTTAR PRADESH,BAREILLY,73,1,3.5256816740646797
544,ARMY PUBLIC SCHOOL,7885,278,UTTAR PRADESH,GORAKHPUR,41,2,3.5256816740646797
545,ARMY PUBLIC SCHOOL,7885,278,UTTAR PRADESH,GORAKHPUR,41,1,3.5256816740646797
546,ARMY PUBLIC SCHOOL,7885,278,UTTAR PRADESH,GORAKHPUR,41,2,3.5256816740646797
547,ARMY PUBLIC SCHOOL,7885,278,UTTAR PRADESH,GORAKHPUR,41,4,3.5256816740646797
548,ARMY PUBLIC SCHOOL,7885,278,UTTAR PRADESH,GORAKHPUR,41,1,3.5256816740646797
549,ARMY PUBLIC SCHOOL,7885,278,UTTAR PRADESH,GORAKHPUR,41,2,3.5256816740646797
550,ARMY PUBLIC SCHOOL,7885,278,UTTAR PRADESH,GORAKHPUR,41,1,3.5256816740646797
551,ARMY PUBLIC SCHOOL,7885,278,UTTAR PRADESH,KANPUR,91,2,3.5256816740646797
552,ARMY PUBLIC SCHOOL,7885,278,UTTAR PRADESH,KANPUR,91,1,3.5256816740646797
553,ARMY PUBLIC SCHOOL,7885,278,UTTAR PRADESH,KANPUR,91,2,3.5256816740646797
554,ARMY PUBLIC SCHOOL,7885,278,UTTAR PRADESH,KANPUR,91,4,3.5256816740646797
555,ARMY PUBLIC SCHOOL,7885,278,UTTAR PRADESH,KANPUR,91,1,3.5256816740646797
556,ARMY PUBLIC SCHOOL,7885,278,UTTAR PRADESH,KANPUR,91,2,3.5256816740646797
557,ARMY PUBLIC SCHOOL,7885,278,UTTAR PRADESH,KANPUR,91,1,3.5256816740646797
558,ARMY PUBLIC SCHOOL,7885,278,UTTAR PRADESH,MEERUT,55,2,3.5256816740646797
559,ARMY PUBLIC SCHOOL,7885,278,UTTAR PRADESH,MEERUT,55,1,3.5256816740646797
560,ARMY PUBLIC SCHOOL,7885,278,UTTAR PRADESH,MEERUT,55,2,3.5256816740646797
561,ARMY PUBLIC SCHOOL,7885,278,UTTAR PRADESH,MEERUT,55,4,3.5256816740646797
562,ARMY PUBLIC SCHOOL,7885,278,UTTAR PRADESH,MEERUT,55,1,3.5256816740646797
563,ARMY PUBLIC SCHOOL,7885,278,UTTAR PRADESH,MEERUT,55,2,3.5256816740646797
564,ARMY PUBLIC SCHOOL,7885,278,UTTAR PRADESH,MEERUT,55,1,3.5256816740646797
565,ARMY PUBLIC SCHOOL,7885,502,ASSAM,TEZPUR,22,2,6.366518706404565
566,ARMY PUBLIC SCHOOL,7885,502,ASSAM,TEZPUR,22,1,6.366518706404565
567,ARMY PUBLIC SCHOOL,7885,502,ASSAM,TEZPUR,22,2,6.366518706404565
568,ARMY PUBLIC SCHOOL,7885,502,ASSAM,TEZPUR,22,4,6.366518706404565
569,ARMY PUBLIC SCHOOL,7885,502,ASSAM,TEZPUR,22,1,6.366518706404565
570,ARMY PUBLIC SCHOOL,7885,502,ASSAM,TEZPUR,22,2,6.366518706404565
571,ARMY PUBLIC SCHOOL,7885,502,ASSAM,TEZPUR,22,1,6.366518706404565
572,ARMY PUBLIC SCHOOL,7885,502,BIHAR,PATNA,52,2,6.366518706404565
573,ARMY PUBLIC SCHOOL,7885,502,BIHAR,PATNA,52,1,6.366518706404565
574,ARMY PUBLIC SCHOOL,7885,502,BIHAR,PATNA,52,2,6.366518706404565
575,ARMY PUBLIC SCHOOL,7885,502,BIHAR,PATNA,52,4,6.366518706404565
576,ARMY PUBLIC SCHOOL,7885,502,BIHAR,PATNA,52,1,6.366518706404565
577,ARMY PUBLIC SCHOOL,7885,502,BIHAR,PATNA,52,2,6.366518706404565
578,ARMY PUBLIC SCHOOL,7885,502,BIHAR,PATNA,52,1,6.366518706404565
579,ARMY PUBLIC SCHOOL,7885,502,HARYANA,AMBALA,76,2,6.366518706404565
580,ARMY PUBLIC SCHOOL,7885,502,HARYANA,AMBALA,76,1,6.366518706404565
581,ARMY PUBLIC SCHOOL,7885,502,HARYANA,AMBALA,76,2,6.366518706404565
582,ARMY PUBLIC SCHOOL,7885,502,HARYANA,AMBALA,76,4,6.366518706404565
583,ARMY PUBLIC SCHOOL,7885,502,HARYANA,AMBALA,76,1,6.366518706404565
584,ARMY PUBLIC SCHOOL,7885,502,HARYANA,AMBALA,76,2,6.366518706404565
585,ARMY PUBLIC SCHOOL,7885,502,HARYANA,AMBALA,76,1,6.366518706404565
586,ARMY PUBLIC SCHOOL,7885,502,JHARKHAND,RANCHI,34,2,6.366518706404565
587,ARMY PUBLIC SCHOOL,7885,502,JHARKHAND,RANCHI,34,1,6.366518706404565
588,ARMY PUBLIC SCHOOL,7885,502,JHARKHAND,RANCHI,34,2,6.366518706404565
589,ARMY PUBLIC SCHOOL,7885,502,JHARKHAND,RANCHI,34,4,6.366518706404565
590,ARMY PUBLIC SCHOOL,7885,502,JHARKHAND,RANCHI,34,1,6.366518706404565
591,ARMY PUBLIC SCHOOL,7885,502,JHARKHAND,RANCHI,34,2,6.366518706404565
592,ARMY PUBLIC SCHOOL,7885,502,JHARKHAND,RANCHI,34,1,6.366518706404565
593,ARMY PUBLIC SCHOOL,7885,502,KARNATAKA,BENGALURU- URBAN,93,2,6.366518706404565
594,ARMY PUBLIC SCHOOL,7885,502,KARNATAKA,BENGALURU- URBAN,93,1,6.366518706404565
595,ARMY PUBLIC SCHOOL,7885,502,KARNATAKA,BENGALURU- URBAN,93,2,6.366518706404565
596,ARMY PUBLIC SCHOOL,7885,502,KARNATAKA,BENGALURU- URBAN,93,4,6.366518706404565
597,ARMY PUBLIC SCHOOL,7885,502,KARNATAKA,BENGALURU- URBAN,93,1,6.366518706404565
598,ARMY PUBLIC SCHOOL,7885,502,KARNATAKA,BENGALURU- URBAN,93,2,6.366518706404565
599,ARMY PUBLIC SCHOOL,7885,502,KARNATAKA,BENGALURU- URBAN,93,1,6.366518706404565
600,ARMY PUBLIC SCHOOL,7885,502,PUNJAB,JALANDHAR,72,2,6.366518706404565
601,ARMY PUBLIC SCHOOL,7885,502,PUNJAB,JALANDHAR,72,1,6.366518706404565
602,ARMY PUBLIC SCHOOL,7885,502,PUNJAB,JALANDHAR,72,2,6.366518706404565
603,ARMY PUBLIC SCHOOL,7885,502,PUNJAB,JALANDHAR,72,4,6.366518706404565
604,ARMY PUBLIC SCHOOL,7885,502,PUNJAB,JALANDHAR,72,1,6.366518706404565
605,ARMY PUBLIC SCHOOL,7885,502,PUNJAB,JALANDHAR,72,2,6.366518706404565
606,ARMY PUBLIC SCHOOL,7885,502,PUNJAB,JALANDHAR,72,1,6.366518706404565
607,ARMY PUBLIC SCHOOL,7885,502,RAJASTHAN,JODHPUR,59,2,6.366518706404565
608,ARMY PUBLIC SCHOOL,7885,502,RAJASTHAN,JODHPUR,59,1,6.366518706404565
609,ARMY PUBLIC SCHOOL,7885,502,RAJASTHAN,JODHPUR,59,2,6.366518706404565
